title,description,duration_seconds,release_date,guest,comedian,comedian_sub,comic,comic_sub,phd,phd_sub,actor,actor_sub,writer,writer_sub,author,author_sub,ufc,ufc_sub,musician,musician_sub,artist,artist_sub,founder,founder_sub,youtuber,youtuber_sub,podcast,podcast_sub,ceo,ceo_sub,philanthropist,philanthropist_sub,singer/songwriter,singer/songwriter_sub,screenwriter,screenwriter_sub,scientist,scientist_sub,co-host,co-host_sub,journalist,journalist_sub,entrepreneur,entrepreneur_sub,astrophysicist,astrophysicist_sub,politician,politician_sub,pilot,pilot_sub
#1921 - Peter Zeihan,"Peter Zeihan is a geopolitical strategist, speaker, and author. His latest book is ""The End of the World is Just the Beginning: Mapping the Collapse of Globalization."" www.zeihan.com",116.67,2023-01-07,Peter Zeihan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1920 - Dave Portnoy,Dave Portnoy is the founder of the website and digital media company Barstool Sports. www.barstoolsports.com,200.67,2023-01-05,Dave Portnoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1919 - Bret Weinstein,"Dr. Bret Weinstein is an evolutionary biologist, podcaster, and author. He is the author, along with his wife, fellow biologist Dr. Heather Heying, of ""A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life."" Together, they are the co-hosts of ""The DarkHorse Podcast."" www.bretweinstein.net",198.94,2023-01-04,Bret Weinstein,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"#1918 - John Reeves, from The Boneyard Alaska","John Reeves is an Alaskan gold miner who first came to public prominence on the 2012 National Geographic docu-series ""Goldfathers."" More recently, his ongoing search for gold uncovered the remains of thousands of Ice Age animals lying beneath the permafrost on his property. The discovery is featured in the 2019 documentary ""Boneyard Alaska"" and popular Instagram account @theboneyardalaska. www.fairbanksgoldco.com",184.35,2022-12-30,John Reeves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1917 - Fedor Gorst,"Fedor Gorst is a professional pool player whose career highlights include championship wins at the World Nine-Ball Championship, U.S. Open Pool Championship, and the Derby City Classic. www.fedorgorst.com",136.49,2022-12-29,Fedor Gorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1916 - Jon Bernthal,"Jon Bernthal is an actor known for such roles as Sheriff's Deputy Shane Walsh in ""The Walking Dead,"" vigilante Frank Castle in ""The Punisher,"" and more recently, corrupt cop Wayne Jenkins in HBO's miniseries, ""We Own This City."" Bernthal is also the host of the weekly interview podcast series ""REAL ONES with Jon Bernthal."" https://www.youtube.com/channel/UCrOR14O-kBHEyrLQRdHJgDQ",159.73,2022-12-28,Jon Bernthal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1915 - Brian Simpson,"Brian Simpson is a stand-up comic and host of the podcast ""BS with Brian Simpson."" https://www.briansimpsoncomedy.com",261.03,2022-12-27,Brian Simpson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1914 - Siddharth Kara,"Siddharth Kara is an author and expert on modern-day slavery, human trafficking, and child labor. Look for his new book, ""Cobalt Red: How the Blood of the Congo Powers Our Lives,"" on January 31, 2023. https://www.nottingham.ac.uk/research/beacons-of-excellence/rights-lab/our-team/siddharth-kara/index.aspx",112.51,2022-12-22,Siddharth Kara,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1913 - Brian Redban,"Brian Redban is a comedian, producer, co-host of the podcast and live-streaming YouTube show ""Kill Tony,"" and founder of the Deathsquad podcast network.",217.22,2022-12-21,Brian Redban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1912 - Steven Rinella,"Steven Rinella is an outdoorsman, conservationist, writer, and host of ""MeatEater."" Watch season 11 now at www.themeateater.com.",203.56,2022-12-20,Steven Rinella,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1911 - Mark Boal,"Mark Boal is a screenwriter, producer, and journalist. His new series, ""Echo 3"" is available now on Apple TV+.",171.19,2022-12-15,Mark Boal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1910 - Mark Laita,"Mark Laita is a photographer, documentarian, and creator of the YouTube channel ""Soft White Underbelly."" www.youtube.com/c/SoftWhiteUnderbelly www.softwhiteunderbelly.com www.marklaita.com",146.35,2022-12-14,Mark Laita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1909 - Stavros Halkias,"Stavros Halkias is a stand-up comic and host of the new ""Stavvy's World"" podcast. His latest special, ""Stavros Halkias: Live at the Lodge Room,"" is available on YouTube. www.stavvy.biz",205.92,2022-12-13,Stavros Halkias,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1908 - Erika Thompson,Erika Thompson is the owner and founder of Texas Beeworks: an organization promoting public awareness and education about the valuable work bees and beekeepers do. www.texasbeeworks.com,151.1,2022-12-08,Erika Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1907 - Protect Our Parks 6,"Shane Gillis, Mark Normand, and Ari Shaffir are stand-up comics, writers, and podcasters.   Shane is the co-host of ""Matt and Shane's Secret Podcast"" with Matt McCusker. His special, ""Shane Gillis: Live in Austin,"" is available via YouTube, and a new season of ""Gilly and Keeves,"" his sketch comedy series with John McKeever, is available now at www.gillyandkeeves.tv.  www.shanemgillis.com  Mark is the co-host of the podcasts ""Tuesdays with Stories"" with Joe List and ""We Might Be Drunk"" with Sam Morril. His latest special, ""Mark Normand: Out to Lunch,"" is available via YouTube. Try his signature whiskey, Bodega Cat Straight Rye.  www.marknormandcomedy.com  Ari is the host of ""The Skeptic Tank"" and ""You Be Trippin'"" podcasts. His new comedy special, ""Ari Shaffir: Jew,"" is available now via YouTube. www.arishaffir.com",284.31,2022-12-07,Protect Our Parks,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1906 - David Goggins,"David Goggins is a retired Navy SEAL, public speaker, and author. Look for his new book ""Never Finished: Unshackle Your Mind and Win the War Within"" on December 6. www.davidgoggins.com",154.85,2022-12-06,David Goggins,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#1905 - Derek, More Plates More Dates","Derek is the fitness educator and entrepreneur behind the ""More Plates, More Dates"" YouTube channel, podcast, and companion website. www.moreplatesmoredates.com",166.94,2022-12-03,"Derek, More Plates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#1904 - Neil deGrasse Tyson,"Neil deGrasse Tyson is an astrophysicist, director of the Hayden Planetarium at the American Museum of Natural History, and host of ""StarTalk Radio."" His newest book, ""Starry Messenger: Cosmic Perspectives on Civilization,"" is available now. www.haydenplanetarium.org/tyson/",172.66,2022-11-30,Grasse Tyson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
#1903 - Kurt Metzger,"Kurt Metzger is a stand-up comic, writer, and host of the ""Can't Get Right with Kurt Metzger"" podcast. www.kurtmetzgercomedy.com",218.41,2022-11-29,Kurt Metzger,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #133 with Sean O'Malley,"Joe sits down with Sean O'Malley, a mixed martial artist currently competing in the Bantamweight division of the UFC. https://www.sugashop.co/",221.14,2022-11-24,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1902 - Danny Brown,"Danny Brown is a rapper, singer, songwriter, and host of ""The Danny Brown Show"" podcast. His latest album ""Quaranta"" will be available soon. www.xdannyxbrownx.com",130.35,2022-11-23,Danny Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1901 - Steven Pressfield,"Steven Pressfield is the author of numerous works of fiction, non-fiction, and multiple screen plays, including ""The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"" and ""The Legend of Bagger Vance."" His latest is ""Govt Cheese a memoir"" releases on December 6.  www.stevenpressfield.com",168.11,2022-11-22,Steven Pressfield,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1900 - Steve-O,"Steve-O is a stunt performer, comedian, actor, podcaster, and author. His podcast, ""Wild Ride with Steve-O,"" and latest book, ""A Hard Kick in the Nuts: What I’ve Learned from a Lifetime of Terrible Decisions,"" are both available now. www.steveo.com",171.62,2022-11-17,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1899 - Yannis Pappas,"Yannis Pappas is a stand-up comedian, actor, and writer. He's also the host of the ""LongDays with Yannis Pappas"" podcast. Watch his special, ""Mom Love,"" now available on YouTube. www.yannispappascomedy.com",203.25,2022-11-16,Yannis Pappas,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1898 - Neal Brennan,"Neal Brennan is a stand-up comedian, actor, writer, director and producer. His latest special, ""Neal Brennan: Blocks,"" is now streaming on Netflix. www.nealbrennan.com",197.81,2022-11-15,Neal Brennan,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #132 with Joaquin Buckley,"Joe is joined by Joaquin Buckley, a mixed martial artist competing in the UFC's Middleweight Division. https://www.ufc.com/athlete/joaquin-buckley",147.95,2022-11-11,Joaquin Buckley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1897 - Graham Hancock & Randall Carlson,"Graham Hancock is a researcher, journalist, and author of over a dozen books including ""Fingerprints of the Gods"" and ""America Before: The Key to Earth's Lost Civilization."" Check out his new Netflix series, ""Ancient Apocalypse,"" on November 11. Randall Carlson is a researcher, master builder, architectural designer, geometrician, and host of the podcast ""Kosmographia."" www.grahamhancock.com www.randallcarlson.com",173.43,2022-11-10,Graham Hancock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#1896 - Bjørn Lomborg,"Bjorn Lomborg is a statistician and director of the Copenhagen Consensus Center. He is also the author of several books, among them ""False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet,"" ""The Skeptical Environmentalist,"" and ""Cool It."" www.lomborg.com",151.88,2022-11-09,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1895 - Matt Walsh,"Matt Walsh is a political commentator, author, filmmaker, and host of ""The Matt Walsh Podcast."" Stream his new documentary ""What is a Woman?"" at www.dailywire.com. www.dailywire.com/author/matt-walsh",188.96,2022-11-07,Matt Walsh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1894 - Suzanne Santo,"Suzanne Santo is an actress, model, and singer-songwriter.  ""Yard Sale,"" her most recent album, is available now. www.suzannesanto.com",232.06,2022-11-04,Suzanne Santo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1893 - Will Harris,Will Harris is a fourth-generation cattleman and farmer. He's the owner of White Oak Pastures: a family farm utilizing regenerative agriculture and humane animal husbandry practices. www.whiteoakpastures.com,146.81,2022-11-03,Will Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1892 - Sober October 4 Recap,"Ari Shaffir, Tom Segura, and Bert Kreischer are stand-up comics and podcast hosts. Ari is the host of ""The Skeptic Tank"" podcast. His new special, ""Ari Shaffir: Jew,"" is available now on YouTube. Together, Tom and Bert are the co-hosts of the ""2 Bears, 1 Cave"" podcast. Tom also co-hosts a podcast with his wife and fellow comedian Christina Pazsitzky, ""Your Mom's House,"" as well as his own Spanish language podcast: ""Tom Segura en Español."" His new book, ""I'd Like to Play Alone, Please: Essays,"" is available now. Bert hosts his own podcast, ""The Bertcast,"" and can be seen starring on TBS's ""The Go-Big Show,"" and the YouTube cooking program ""Somethings Burning."" https://www.youtube.com/c/arishaffir www.tomsegura.com www.bertbertbert.com",194.73,2022-11-02,Sober October,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1891 - Duncan Trussell,"Duncan Trussell is a stand-up comic, writer, actor, and host of the ""Duncan Trussell Family Hour"" podcast. http://www.duncantrussell.com/",196.55,2022-11-01,Duncan Trussell,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1890 - Bridget Phetasy,"Bridget Phetasy is a writer and stand-up comedian. She is the host of the podcast ""Walk-Ins Welcome"" and youtube program ""Dumpster Fire,"" and co-host, along with her husband Jeren Montgomery, of the podcast ""Factory Settings."" https://phetasy.com/",208.14,2022-10-29,Bridget Phetasy,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1889 - Dr. Phil,"Dr. Phil McGraw is an author and psychologist. He hosts the television show ""Dr. Phil"" and the podcast ""Phil in the Blanks."" https://www.drphil.com/",164.47,2022-10-28,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #131 with Demetrious Johnson,"Joe is joined by mixed martial artist and current ONE Championship Flyweight Champion Demetrious ""Mighty Mouse"" Johnson. https://www.onefc.com/athletes/demetrious-johnson/ ",167.05,2022-10-27,Demetrious Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1888 - Michael Shermer,"Dr. Michael Shermer is the founding publisher of Skeptic magazine, host of the podcast ""The Michael Shermer Show,"" and a Presidential Fellow at Chapman University. He is the author of several books, the most recent of which is ""Conspiracy: Why the Rational Believe the Irrational."" https://michaelshermer.com/",169.21,2022-10-26,Michael Shermer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1887 - Maynard James Keenan,"Maynard James Keenan is a musician, winemaker, and martial artist best known as the vocalist for the rock bands Tool, Puscifer, and A Perfect Circle. Look for the new Puscifer concert films ""Parole Violator"" and ""V is for Versatile"" on October 28.  http://www.puscifer.com/",173.73,2022-10-25,Maynard James Keenan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1886 - Robert Kelly,"Robert Kelly is a stand-up comic, actor, and host of the podcast ""You Know What Dude!"" His latest comedy special, ""Robert Kelly: Kill Box,"" is available exclusively at louisck.com. www.robertkellylive.com www.louisck.com/products/robert-kelly-kill-box",185.91,2022-10-21,Robert Kelly,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1885 - Mike Sarraille & Andy Stumpf,"Mike Sarraille is the CEO of EF Overwatch, an executive search and talent advisory firm, and leadership consultant with Echelon Front. He is a former Recon Marine and retired US Navy SEAL officer with twenty years of experience in Special Operations, including the elite Joint Special Operations Command.  https://mikesarraille.com/ Andy Stumpf is a retired Navy SEAL, record-setting wingsuit pilot, BASE jumper, public speaker, and host of the popular podcast ""Cleared Hot."" www.andystumpf.com triple7.givesmart.com",147.05,2022-10-20,Mike Sarraille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
#1884 - Anthony Kiedis,"Anthony Kiedis is a founding member and lead vocalist of the Red Hot Chili Peppers. Look for their new albums ""Unlimited Love"" and ""Return of the Dream Canteen"" wherever you buy or stream music. www.redhotchilipeppers.com",173.23,2022-10-19,Anthony Kiedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1883 - Ryan Graves,"Former Lt. U.S. Navy and F/A-18F pilot Ryan Graves was the first active duty pilot to publicly disclose regular sightings of Unidentified Aerial Phenomenon (UAP). Today, Graves serves as first Chair of the American Institute of Aeronautics and Astronautics UAP Community of Interest, and is the Director of Business Development at Quantum Generative Materials. www.uncertainvector.com",158.74,2022-10-18,Ryan Graves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
#1882 - Iliza Shlesinger,"Iliza Shlesinger is a comedian, actor, writer, and host of the podcast ""Ask Iliza Anything."" Her new book, ""All Things Aside: Absolutely Correct Opinions,"" and her new Netflix special, ""Hot Forever,"" both premiere on October 11. www.iliza.com",124.29,2022-10-13,Iliza Shlesinger,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1881 - Rick Rubin,"Rick Rubin is a record producer who has worked with multiple award winning artists including the Geto Boys, Red Hot Chili Peppers, Public Enemy, The Cult, Danzig, Kanye West, The Beastie Boys, Black Sabbath, and Johnny Cash. He is the co-founder of Def Jam Recordings with Russell Simmons, and head of American Recordings www.tetragrammaton.com",182.32,2022-10-12,Rick Rubin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1880 - Tulsi Gabbard,"Tulsi Gabbard is a Former United States Representative, Iraq War veteran, political commentator, and host of the podcast ""This is Tulsi Gabbard."" www.tulsigabbard.com",136.69,2022-10-11,Tulsi Gabbard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1879 - Sober October 4,"Ari Shaffir, Tom Segura, and Bert Kreischer are stand-up comics and podcast hosts. Ari is the host of ""The Skeptic Tank"" podcast. His most recent special, ""Ari Shaffir: Double Negative,"" is available via Netflix. Together, Tom and Bert are the co-hosts of the ""2 Bears, 1 Cave"" podcast. Tom also co-hosts a podcast with his wife and fellow comedian Christina Pazsitzky, ""Your Mom's House,"" as well as his own Spanish language podcast: ""Tom Segura en Español."" His new book, ""I'd Like to Play Alone, Please: Essays,"" is available now. Bert hosts his own podcast, ""The Bertcast,"" and can be seen starring on TBS's ""The Go-Big Show,"" and the YouTube cooking program ""Somethings Burning."" www.arishaffir.com www.tomsegura.com www.bertbertbert.com",195.69,2022-10-07,Sober October,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1878 - Roger Waters,"Roger Waters is a Rock and Roll Hall of Famer, co-founder of the legendary rock band Pink Floyd, and successful solo artist. Catch him live on the worldwide ""This is Not a Drill"" concert tour. www.rogerwaters.com",168.77,2022-10-06,Roger Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1877 - Jann Wenner,"Jann S. Wenner is the founder, co-editor, and publisher of ""Rolling Stone"" magazine and author of several books. His most recent is ""Like a Rolling Stone: A Memoir."" https://www.littlebrown.com/titles/jann-wenner/like-a-rolling-stone/9780316415392/",171.77,2022-10-05,Jann Wenner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1876 - Greg Fitzsimmons,"Greg Fitzsimmons is a stand-up comedian, actor, and writer. He's the host of ""Fitzdog Radio"" podcast and co-host of the podcasts ""Sunday Papers"" and ""Childish."" www.gregfitzsimmons.com",186.0,2022-09-30,Greg Fitzsimmons,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1875 - Dave Smith,"Dave Smith is a stand-up comedian, Libertarian political commentator, and podcaster. He's the host of the ""Part of the Problem"" podcast, as well as a co-host of the podcasts ""Legion of Skanks"" and ""Yo! MMA Wrap."" www.comicdavesmith.com",195.49,2022-09-28,Dave Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1874 - Dave Attell,"Dave Attell is a stand-up comic, actor, and writer. He can currently be seen in the series ""Life & Beth"" on Hulu, ""Bumping Mics with Jeff Ross & Dave Attell"" on Netflix, and ""Crashing"" on HBO. When not on the road, Attell makes regular appearances at the Comedy Cellar in New York City. www.daveattell.com",156.74,2022-09-27,Dave Attell,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1873 - Brigham Buhler,"Brigham Buhler is the founder of Ways2Well, a functional and regenerative care clinic, and its sister company, ReviveRx: a pharmacy focusing on health, wellness, and restorative medicine. www.ways2well.com",154.3,2022-09-23,Brigham Buhler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #130 with Will Harris,"Joe is joined by documentarian Will Harris, creator of the popular YouTube combat sports documentary series ""Anatomy Of A Fighter."" www.willharrisproductions.com",180.97,2022-09-21,Will Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1872 - Tony Hinchcliffe & Hans Kim,"Tony Hinchcliffe is a stand-up comedian, writer, actor, and host of the podcast and live YouTube show ""Kill Tony."" Hans Kim is a stand-up comedian, ""Kill Tony"" regular, and host of the ""Hans Kim"" podcast, and ""Other People,"" a live dating show. www.tonyhinchcliffe.com www.hanskimcomedian.com",197.56,2022-09-20,Tony Hinchcliffe,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1871 - Jon Peters,"Jon Peters is a veteran Hollywood film producer and executive. His credits include such films as ""Batman,"" ""Tango and Cash,"" ""Superman Returns,"" and ""A Star is Born.""",73.23,2022-09-15,Jon Peters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
